Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Masoor,2009,Rabi       ,Chhattisgarh,15654,4797,956.9,2439206.28,2661.18,0.310666667
Mesta,2009,Kharif     ,Chhattisgarh,1260,2172,956.9,196333.2,214.2,2.001875
Moong(Green Gram),2009,Kharif     ,Chhattisgarh,9429,2343,956.9,1469226.78,1602.93,0.241111111
Moong(Green Gram),2009,Rabi       ,Chhattisgarh,7089,1597,956.9,1104607.98,1205.13,0.204
Niger seed,2009,Kharif     ,Chhattisgarh,68032,10904,956.9,10600746.24,11565.44,0.146
Onion,2009,Whole Year ,Chhattisgarh,5013,22924,956.9,781125.66,852.21,4.292666667
Other  Rabi pulses,2009,Rabi       ,Chhattisgarh,1877,252,956.9,292474.14,319.09,0.464444444
Other Kharif pulses,2009,Kharif     ,Chhattisgarh,6959,1596,956.9,1084351.38,1183.03,0.225294118
Peas & beans (Pulses),2009,Rabi       ,Chhattisgarh,14765,5062,956.9,2300682.3,2510.05,0.311764706
Potato,2009,Whole Year ,Chhattisgarh,12076,45830,956.9,1881682.32,2052.92,4.504666667
Ragi,2009,Kharif     ,Chhattisgarh,8889,2202,956.9,1385083.98,1511.13,0.2075
Rapeseed &Mustard,2009,Rabi       ,Chhattisgarh,52390,21675,956.9,8163409.8,8906.3,0.420555556
Rice,2009,Kharif     ,Chhattisgarh,3837610,4347316,956.9,597976390.2,652393.7,1.106666667
Safflower,2009,Rabi       ,Chhattisgarh,847,241,956.9,131979.54,143.99,0.27375
Sannhamp,2009,Whole Year ,Chhattisgarh,1532,487,956.9,238716.24,260.44,0.275294118
Sesamum,2009,Kharif     ,Chhattisgarh,19601,8647,956.9,3054227.82,3332.17,0.457777778
Small millets,2009,Kharif     ,Chhattisgarh,171071,29998,956.9,26656283.22,29082.07,0.181111111
Soyabean,2009,Kharif     ,Chhattisgarh,83734,77837,956.9,13047431.88,14234.78,0.937692308
Sugarcane,2009,Whole Year ,Chhattisgarh,6788,35356,956.9,1057706.16,1153.96,3.389375
Sunflower,2009,Kharif     ,Chhattisgarh,4523,589,956.9,704773.86,768.91,0.305384615
Sweet potato,2009,Whole Year ,Chhattisgarh,2793,15042,956.9,435205.26,474.81,5.366470588
Tobacco,2009,Whole Year ,Chhattisgarh,22,11,956.9,3428.04,3.74,0.39
Turmeric,2009,Whole Year ,Chhattisgarh,906,766,956.9,141172.92,154.02,0.757333333
Urad,2009,Kharif     ,Chhattisgarh,102703,28064,956.9,16003181.46,17459.51,0.28
Urad,2009,Rabi       ,Chhattisgarh,4512,1135,956.9,703059.84,767.04,0.242307692
Wheat,2009,Rabi       ,Chhattisgarh,109163,118923,956.9,17009778.66,18557.71,1.301764706
Arhar/Tur,2009,Kharif     ,Gujarat,266600,241500,618,41541612,45322,0.879565217
Bajra,2009,Kharif     ,Gujarat,498800,432400,618,77723016,84796,1.017142857
Bajra,2009,Summer     ,Gujarat,174200,396400,618,27143844,29614,2.33
Banana,2009,Whole Year ,Gujarat,22100,1605500,618,3443622,3757,65.11
Castor seed,2009,Kharif     ,Gujarat,421600,831400,618,65693712,71672,2.041304348
Cotton(lint),2009,Kharif     ,Gujarat,2464400,7401000,618,384002808,418948,3.094782609
Dry chillies,2009,Whole Year ,Gujarat,9000,8500,618,1402380,1530,0.970909091
Garlic,2009,Whole Year ,Gujarat,15300,93800,618,2384046,2601,5.490833333
Gram,2009,Rabi       ,Gujarat,132200,124900,618,20599404,22474,0.9432
Groundnut,2009,Kharif     ,Gujarat,1757600,1633200,618,273869232,298792,1.067916667
Groundnut,2009,Summer     ,Gujarat,65000,123700,618,10128300,11050,1.798695652
Guar seed,2009,Whole Year ,Gujarat,132700,44700,618,20677314,22559,0.376363636
Jowar,2009,Kharif     ,Gujarat,111800,118400,618,17420676,19006,0.996818182
Jowar,2009,Rabi       ,Gujarat,51600,52900,618,8040312,8772,1.084615385
Maize,2009,Kharif     ,Gujarat,411700,396600,618,64151094,69989,1.008
Moong(Green Gram),2009,Kharif     ,Gujarat,165500,59700,618,25788210,28135,0.4116
Moth,2009,Kharif     ,Gujarat,22500,5800,618,3505950,3825,0.348
Onion,2009,Rabi       ,Gujarat,38500,1051400,618,5999070,6545,26.69277778
Other  Rabi pulses,2009,Rabi       ,Gujarat,21200,15600,618,3303384,3604,0.703636364
Other Cereals,2009,Kharif     ,Gujarat,26300,15900,618,4098066,4471,0.686363636
Other Cereals,2009,Rabi       ,Gujarat,14100,18100,618,2197062,2397,1.19125
Other Kharif pulses,2009,Kharif     ,Gujarat,29900,21900,618,4659018,5083,0.764761905
Potato,2009,Whole Year ,Gujarat,47300,987900,618,7370286,8041,18.8975
Ragi,2009,Kharif     ,Gujarat,14700,11000,618,2290554,2499,0.7575
Rapeseed &Mustard,2009,Rabi       ,Gujarat,216000,341400,618,33657120,36720,1.492105263
Rice,2009,Kharif     ,Gujarat,658500,1228400,618,102607470,111945,1.693529412
Rice,2009,Summer     ,Gujarat,21000,64600,618,3272220,3570,3.034444444
Sesamum,2009,Kharif     ,Gujarat,225900,80400,618,35199738,38403,0.364
Sugarcane,2009,Whole Year ,Gujarat,190300,13304000,618,29652546,32351,66.79470588
Tobacco,2009,Kharif     ,Gujarat,62800,101500,618,9785496,10676,1.661428571
Tobacco,2009,Rabi       ,Gujarat,62800,101500,618,9785496,10676,1.661428571
Urad,2009,Kharif     ,Gujarat,97900,50500,618,15254778,16643,0.610384615
Wheat,2009,Rabi       ,Gujarat,878000,2351300,618,136809960,149260,2.617692308
Arhar/Tur,2009,Kharif     ,Haryana,19853,21600,393,3093494.46,3375.01,0.742
Bajra,2009,Kharif     ,Haryana,583809,930000,393,90969118.38,99247.53,1.601428571
Barley,2009,Rabi       ,Haryana,42096,137000,393,6559398.72,7156.32,1.881428571
Castor seed,2009,Kharif     ,Haryana,1012,1100,393,157689.84,172.04,0.965
Coriander,2009,Whole Year ,Haryana,378,600,393,58899.96,64.26,0.564444444
Cotton(lint),2009,Kharif     ,Haryana,505082,1918000,393,78701877.24,85863.94,1.896111111
Dry chillies,2009,Whole Year ,Haryana,908,1400,393,141484.56,154.36,0.823571429
Garlic,2009,Whole Year ,Haryana,735,6500,393,114527.7,124.95,6.032222222
Gram,2009,Rabi       ,Haryana,84031,62000,393,13093710.42,14285.27,0.4295
Groundnut,2009,Kharif     ,Haryana,1729,1600,393,269412.78,293.93,0.581818182
Horse-gram,2009,Kharif     ,Haryana,436,100,393,67937.52,74.12,0.09
Jowar,2009,Kharif     ,Haryana,77671,390,393,12102695.22,13204.07,0.003571429
Maize,2009,Kharif     ,Haryana,12199,26000,393,1900848.18,2073.83,0.940555556
Masoor,2009,Rabi       ,Haryana,4646,3600,393,723939.72,789.82,0.747692308
Moong(Green Gram),2009,Kharif     ,Haryana,14899,6600,393,2321562.18,2532.83,0.235625
Moth,2009,Kharif     ,Haryana,2789,700,393,434581.98,474.13,0.192857143
Onion,2009,Whole Year ,Haryana,1535,31300,393,239183.7,260.95,19.35785714
Peas & beans (Pulses),2009,Rabi       ,Haryana,1651,1600,393,257258.82,280.67,0.586875
Potato,2009,Whole Year ,Haryana,12269,136400,393,1911755.58,2085.73,17.30357143
Rice,2009,Kharif     ,Haryana,1206435,3628000,393,187986701.7,205093.95,2.673809524
Sesamum,2009,Kharif     ,Haryana,2990,1200,393,465901.8,508.3,0.2065
Sugarcane,2009,Whole Year ,Haryana,79171,4078900,393,12336425.22,13459.07,47.4235
Sunflower,2009,Rabi       ,Haryana,6189,11100,393,964369.98,1052.13,1.67
Sweet potato,2009,Whole Year ,Haryana,59,1100,393,9193.38,10.03,13.7
Urad,2009,Kharif     ,Haryana,2964,1100,393,461850.48,503.88,0.25875
Wheat,2009,Rabi       ,Haryana,2487756,10488000,393,387642139.9,422918.52,4.133809524
Arhar/Tur,2009,Kharif     ,Himachal Pradesh,12,3,969.9,1869.84,2.04,0.4
Bajra,2009,Kharif     ,Himachal Pradesh,213,106,969.9,33189.66,36.21,0.584
Barley,2009,Rabi       ,Himachal Pradesh,21017,16176,969.9,3274868.94,3572.89,0.784545455
Coriander,2009,Rabi       ,Himachal Pradesh,120,66,969.9,18698.4,20.4,0.608
Cotton(lint),2009,Kharif     ,Himachal Pradesh,8,2,969.9,1246.56,1.36,0.335
Dry chillies,2009,Kharif     ,Himachal Pradesh,603,318,969.9,93959.46,102.51,0.545
Garlic,2009,Rabi       ,Himachal Pradesh,4860,8491,969.9,757285.2,826.2,1.673
Ginger,2009,Kharif     ,Himachal Pradesh,2488,11618,969.9,387680.16,422.96,3.883
Gram,2009,Rabi       ,Himachal Pradesh,604,308,969.9,94115.28,102.68,0.397777778
Groundnut,2009,Kharif     ,Himachal Pradesh,195,129,969.9,30384.9,33.15,0.6625
Horse-gram,2009,Kharif     ,Himachal Pradesh,2005,599,969.9,312419.1,340.85,0.306
Linseed,2009,Rabi       ,Himachal Pradesh,1415,355,969.9,220485.3,240.55,0.255
Maize,2009,Kharif     ,Himachal Pradesh,290199,530224,969.9,45218808.18,49333.83,2.08
Masoor,2009,Rabi       ,Himachal Pradesh,704,274,969.9,109697.28,119.68,0.664444444
Moong(Green Gram),2009,Kharif     ,Himachal Pradesh,225,104,969.9,35059.5,38.25,0.367142857
Onion,2009,Rabi       ,Himachal Pradesh,918,5392,969.9,143042.76,156.06,5.744
Other Kharif pulses,2009,Kharif     ,Himachal Pradesh,6982,3708,969.9,1087935.24,1186.94,0.515714286
Peas & beans (Pulses),2009,Kharif     ,Himachal Pradesh,817,748,969.9,127304.94,138.89,0.97
Peas & beans (Pulses),2009,Rabi       ,Himachal Pradesh,8250,10245,969.9,1285515,1402.5,1.333636364
Potato,2009,Kharif     ,Himachal Pradesh,6436,64758,969.9,1002857.52,1094.12,11.582
Potato,2009,Rabi       ,Himachal Pradesh,3406,23611,969.9,530722.92,579.02,4.67
Ragi,2009,Kharif     ,Himachal Pradesh,2208,2104,969.9,344050.56,375.36,0.778571429
Rapeseed &Mustard,2009,Rabi       ,Himachal Pradesh,8586,2329,969.9,1337870.52,1459.62,0.340909091
Rice,2009,Kharif     ,Himachal Pradesh,76186,105787,969.9,11871302.52,12951.62,1.484545455
Sesamum,2009,Kharif     ,Himachal Pradesh,2773,233,969.9,432088.86,471.41,0.084444444
Small millets,2009,Kharif     ,Himachal Pradesh,4937,1771,969.9,769283.34,839.29,0.367142857
Soyabean,2009,Kharif     ,Himachal Pradesh,550,430,969.9,85701,93.5,0.774285714
Sugarcane,2009,Whole Year ,Himachal Pradesh,2124,44306,969.9,330961.68,361.08,16.11857143
Turmeric,2009,Kharif     ,Himachal Pradesh,194,110,969.9,30229.08,32.98,0.5625
Urad,2009,Kharif     ,Himachal Pradesh,10007,1982,969.9,1559290.74,1701.19,0.284545455
Wheat,2009,Rabi       ,Himachal Pradesh,350440,324174,969.9,54605560.8,59574.8,0.933333333
Arhar/Tur,2009,Kharif     ,Maharashtra,1093200,919100,1002.4,170342424,185844,0.7909375
Bajra,2009,Kharif     ,Maharashtra,1033500,766300,1002.4,161039970,175695,0.686666667
Castor seed,2009,Kharif     ,Maharashtra,6700,1500,1002.4,1043994,1139,0.195
Cotton(lint),2009,Kharif     ,Maharashtra,3391500,5111200,1002.4,528463530,576555,1.444230769
Gram,2009,Rabi       ,Maharashtra,1291400,1114400,1002.4,201225948,219538,0.795806452
Groundnut,2009,Kharif     ,Maharashtra,260400,263800,1002.4,40575528,44268,0.797916667
Groundnut,2009,Summer     ,Maharashtra,61500,100700,1002.4,9582930,10455,1.522
Jowar,2009,Kharif     ,Maharashtra,1064300,1151844,1002.4,165839226,180931,1.0732
Jowar,2009,Rabi       ,Maharashtra,3112000,2413700,1002.4,484911840,529040,0.884
Linseed,2009,Rabi       ,Maharashtra,36100,8700,1002.4,5625102,6137,0.180588235
Maize,2009,Kharif     ,Maharashtra,673000,1530600,1002.4,104866860,114410,1.972962963
Maize,2009,Rabi       ,Maharashtra,101400,267200,1002.4,15800148,17238,1.9875
Maize,2009,Summer     ,Maharashtra,20100,30200,1002.4,3131982,3417,1.348235294
Moong(Green Gram),2009,Kharif     ,Maharashtra,427700,142000,1002.4,66644214,72709,0.4371875
Niger seed,2009,Kharif     ,Maharashtra,33000,7000,1002.4,5142060,5610,0.180555556
Other  Rabi pulses,2009,Rabi       ,Maharashtra,99100,43800,1002.4,15441762,16847,0.513461538
Other Kharif pulses,2009,Kharif     ,Maharashtra,109700,35200,1002.4,17093454,18649,0.280967742
Ragi,2009,Kharif     ,Maharashtra,120200,108700,1002.4,18729564,20434,0.85
Rapeseed &Mustard,2009,Rabi       ,Maharashtra,5800,2240,1002.4,903756,986,0.493
Rice,2009,Kharif     ,Maharashtra,1450000,2138100,1002.4,225939000,246500,1.106071429
Rice,2009,Summer     ,Maharashtra,20600,47700,1002.4,3209892,3502,2.251111111
Safflower,2009,Rabi       ,Maharashtra,188100,108900,1002.4,29309742,31977,0.6455
Sesamum,2009,Kharif     ,Maharashtra,52100,13500,1002.4,8118222,8857,0.2025
Sesamum,2009,Rabi       ,Maharashtra,2500,500,1002.4,389550,425,0.10375
Small millets,2009,Kharif     ,Maharashtra,53500,20400,1002.4,8336370,9095,0.361111111
Small millets,2009,Rabi       ,Maharashtra,5300,2800,1002.4,825846,901,0.59
Soyabean,2009,Kharif     ,Maharashtra,3019100,2197000,1002.4,470436162,513247,0.948928571
Sugarcane,2009,Whole Year ,Maharashtra,755900,64159300,1002.4,117784338,128503,76.29222222
Sunflower,2009,Kharif     ,Maharashtra,74000,30826,1002.4,11530680,12580,0.4205
Sunflower,2009,Rabi       ,Maharashtra,140600,79700,1002.4,21908292,23902,0.573809524
Sunflower,2009,Summer     ,Maharashtra,5100,5400,1002.4,794682,867,0.889285714
Urad,2009,Kharif     ,Maharashtra,353500,117700,1002.4,55082370,60095,0.500606061
Wheat,2009,Rabi       ,Maharashtra,1080900,1740200,1002.4,168425838,183753,1.53
Arhar/Tur,2009,Kharif     ,Manipur,168,149,992.5,26177.76,28.56,0.77875
Banana,2009,Whole Year ,Manipur,5841,60933,992.5,910144.62,992.97,10.64666667
Cowpea(Lobia),2009,Kharif     ,Manipur,185,157,992.5,28826.7,31.45,0.7625
Dry chillies,2009,Whole Year ,Manipur,8122,60712,992.5,1265570.04,1380.74,7.514444444
Ginger,2009,Kharif     ,Manipur,2098,24895,992.5,326910.36,356.66,11.87
Gram,2009,Rabi       ,Manipur,1848,1584,992.5,287955.36,314.16,0.817777778
Groundnut,2009,Kharif     ,Manipur,475,280,992.5,74014.5,80.75,0.522222222
Maize,2009,Kharif     ,Manipur,18300,33950,992.5,2851506,3111,1.705555556
Maize,2009,Rabi       ,Manipur,13500,23170,992.5,2103570,2295,1.673333333
Masoor,2009,Rabi       ,Manipur,1413,1195,992.5,220173.66,240.21,0.812222222
Moong(Green Gram),2009,Kharif     ,Manipur,190,155,992.5,29605.8,32.3,0.718888889
Other  Rabi pulses,2009,Rabi       ,Manipur,8993,7851,992.5,1401289.26,1528.81,0.817777778
Other Kharif pulses,2009,Kharif     ,Manipur,286,250,992.5,44564.52,48.62,0.731111111
Peas & beans (Pulses),2009,Rabi       ,Manipur,36746,31587,992.5,5725761.72,6246.82,0.82
Potato,2009,Whole Year ,Manipur,13650,113860,992.5,2126943,2320.5,8.286666667
Rapeseed &Mustard,2009,Rabi       ,Manipur,56000,43640,992.5,8725920,9520,0.734444444
Rice,2009,Kharif     ,Manipur,113890,265090,992.5,17746339.8,19361.3,1.923333333
Soyabean,2009,Kharif     ,Manipur,565,340,992.5,88038.3,96.05,0.543333333
Sugarcane,2009,Whole Year ,Manipur,3870,227130,992.5,603023.4,657.9,56.62666667
Turmeric,2009,Whole Year ,Manipur,1295,15410,992.5,201786.9,220.15,11.80777778
Urad,2009,Kharif     ,Manipur,361,297,992.5,56251.02,61.37,0.706666667
Wheat,2009,Rabi       ,Manipur,12000,25050,992.5,1869840,2040,2.073333333
Arhar/Tur,2009,Kharif     ,Nagaland,3000,2110,1225.9,467460,510,0.699090909
Bajra,2009,Kharif     ,Nagaland,1000,690,1225.9,155820,170,0.688181818
Barley,2009,Rabi       ,Nagaland,500,700,1225.9,77910,85,1.449090909
Castor seed,2009,Kharif     ,Nagaland,650,330,1225.9,101283,110.5,0.496363636
Cotton(lint),2009,Kharif     ,Nagaland,90,40,1225.9,14023.8,15.3,0.465
Gram,2009,Rabi       ,Nagaland,570,400,1225.9,88817.4,96.9,0.740909091
Groundnut,2009,Kharif     ,Nagaland,700,550,1225.9,109074,119,0.754
Jowar,2009,Kharif     ,Nagaland,240,100,1225.9,37396.8,40.8,0.412
Jute,2009,Kharif     ,Nagaland,1250,1960,1225.9,194775,212.5,1.554
Linseed,2009,Rabi       ,Nagaland,12780,8800,1225.9,1991379.6,2172.6,0.688181818
Maize,2009,Kharif     ,Nagaland,63100,65690,1225.9,9832242,10727,1.037272727
Maize,2009,Rabi       ,Nagaland,5000,7500,1225.9,779100,850,1.51
Masoor,2009,Rabi       ,Nagaland,1910,1360,1225.9,297616.2,324.7,0.711111111
Mesta,2009,Kharif     ,Nagaland,2000,2000,1225.9,311640,340,0.978181818
Moong(Green Gram),2009,Kharif     ,Nagaland,620,560,1225.9,96608.4,105.4,0.897272727
Peas & beans (Pulses),2009,Kharif     ,Nagaland,2050,2250,1225.9,319431,348.5,1.096
Peas & beans (Pulses),2009,Rabi       ,Nagaland,6800,6800,1225.9,1059576,1156,0.998181818
Potato,2009,Kharif     ,Nagaland,3030,28580,1225.9,472134.6,515.1,9.416363636
Potato,2009,Rabi       ,Nagaland,2950,36580,1225.9,459669,501.5,12.39
Ragi,2009,Kharif     ,Nagaland,350,240,1225.9,54537,59.5,0.664285714
Rapeseed &Mustard,2009,Rabi       ,Nagaland,58590,46870,1225.9,9129493.8,9960.3,0.791818182
Rice,2009,Kharif     ,Nagaland,168570,240310,1225.9,26266577.4,28656.9,1.393636364
Sesamum,2009,Kharif     ,Nagaland,3000,1520,1225.9,467460,510,0.515454545
Small millets,2009,Kharif     ,Nagaland,9650,3460,1225.9,1503663,1640.5,0.357777778
Soyabean,2009,Kharif     ,Nagaland,24240,25010,1225.9,3777076.8,4120.8,1.030909091
Sugarcane,2009,Kharif     ,Nagaland,5090,152880,1225.9,793123.8,865.3,30.02272727
Sunflower,2009,Kharif     ,Nagaland,200,120,1225.9,31164,34,0.57
Sunflower,2009,Rabi       ,Nagaland,1840,1650,1225.9,286708.8,312.8,0.876
Tapioca,2009,Kharif     ,Nagaland,2540,27050,1225.9,395782.8,431.8,11.15727273
Urad,2009,Kharif     ,Nagaland,300,200,1225.9,46746,51,0.60375
Urad,2009,Rabi       ,Nagaland,470,350,1225.9,73235.4,79.9,0.707
Wheat,2009,Rabi       ,Nagaland,2010,2410,1225.9,313198.2,341.7,1.198888889
Arhar/Tur,2009,Kharif     ,Punjab,4600,4400,371.3,716772,782,0.988571429
Bajra,2009,Kharif     ,Punjab,3000,4000,371.3,467460,510,1.333333333
Barley,2009,Rabi       ,Punjab,14000,47000,371.3,2181480,2380,3.40625
Cotton(lint),2009,Kharif     ,Punjab,511000,2006000,371.3,79624020,86870,4.052727273
Gram,2009,Rabi       ,Punjab,3000,3400,371.3,467460,510,1.155555556
Groundnut,2009,Kharif     ,Punjab,2500,3100,371.3,389550,425,1.3075
Guar seed,2009,Kharif     ,Punjab,21800,16800,371.3,3396876,3706,0.911666667
Jowar,2009,Kharif     ,Punjab,100,100,371.3,15582,17,1
Maize,2009,Kharif     ,Punjab,139000,475000,371.3,21658980,23630,3.489166667
Masoor,2009,Rabi       ,Punjab,1100,700,371.3,171402,187,0.734
Moong(Green Gram),2009,Kharif     ,Punjab,7000,6400,371.3,1090740,1190,0.941818182
Peas & beans (Pulses),2009,Rabi       ,Punjab,1600,1800,371.3,249312,272,1.071428571
Rapeseed &Mustard,2009,Rabi       ,Punjab,30000,39000,371.3,4674600,5100,1.266666667
Rice,2009,Kharif     ,Punjab,2802000,11236000,371.3,436607640,476340,3.9775
Sesamum,2009,Kharif     ,Punjab,7000,2600,371.3,1090740,1190,0.27
Sugarcane,2009,Whole Year ,Punjab,60000,370000,371.3,9349200,10200,6.396923077
Urad,2009,Kharif     ,Punjab,2800,1400,371.3,436296,476,0.49
Wheat,2009,Rabi       ,Punjab,3522000,15169000,371.3,548798040,598740,4.3205
Arhar/Tur,2009,Kharif     ,Tripura,987,716,2004.2,153794.34,167.79,0.725
Cotton(lint),2009,Kharif     ,Tripura,965,1437,2004.2,150366.3,164.05,1.4625
Gram,2009,Rabi       ,Tripura,121,91,2004.2,18854.22,20.57,0.7575
Groundnut,2009,Kharif     ,Tripura,236,256,2004.2,36773.52,40.12,1.115
Groundnut,2009,Rabi       ,Tripura,187,208,2004.2,29138.34,31.79,1.1275
Jute,2009,Kharif     ,Tripura,468,3778,2004.2,72923.76,79.56,8.075
Maize,2009,Kharif     ,Tripura,2018,2030,2004.2,314444.76,343.06,1
Masoor,2009,Rabi       ,Tripura,324,215,2004.2,50485.68,55.08,0.68
Mesta,2009,Kharif     ,Tripura,779,5633,2004.2,121383.78,132.43,7.285
Moong(Green Gram),2009,Kharif     ,Tripura,398,222,2004.2,62016.36,67.66,0.555
Moong(Green Gram),2009,Rabi       ,Tripura,230,131,2004.2,35838.6,39.1,0.5625
Other  Rabi pulses,2009,Rabi       ,Tripura,1031,887,2004.2,160650.42,175.27,0.8775
Other Kharif pulses,2009,Kharif     ,Tripura,1226,855,2004.2,191035.32,208.42,0.72
Peas & beans (Pulses),2009,Rabi       ,Tripura,724,538,2004.2,112813.68,123.08,0.74
Rapeseed &Mustard,2009,Rabi       ,Tripura,1495,1147,2004.2,232950.9,254.15,0.75
Rice,2009,Kharif     ,Tripura,245538,640010,2004.2,38259731.16,41741.46,2.5225
Sesamum,2009,Kharif     ,Tripura,1532,873,2004.2,238716.24,260.44,0.565
Sugarcane,2009,Whole Year ,Tripura,879,44913,2004.2,136965.78,149.43,51.4225
Urad,2009,Kharif     ,Tripura,764,462,2004.2,119046.48,129.88,0.5875
Urad,2009,Rabi       ,Tripura,325,204,2004.2,50641.5,55.25,0.59
Wheat,2009,Rabi       ,Tripura,667,1323,2004.2,103931.94,113.39,1.9825
Arhar/Tur,2009,Kharif     ,Uttar Pradesh,304747,201685,585.8,47485677.54,51806.99,0.721971831
Bajra,2009,Kharif     ,Uttar Pradesh,848617,1388711,585.8,132231500.9,144264.89,1.44578125
Banana,2009,Summer     ,Uttar Pradesh,2336,96059,585.8,363995.52,397.12,41.10410256
Barley,2009,Rabi       ,Uttar Pradesh,171382,362278,585.8,26704743.24,29134.94,2.094788732
Coriander,2009,Rabi       ,Uttar Pradesh,6461,3670,585.8,1006753.02,1098.37,0.580149254
Cotton(lint),2009,Kharif     ,Uttar Pradesh,4971,838,585.8,774581.22,845.07,0.1875
Dry chillies,2009,Kharif     ,Uttar Pradesh,14922,13146,585.8,2325146.04,2536.74,0.884558824
Garlic,2009,Rabi       ,Uttar Pradesh,34465,183113,585.8,5370336.3,5859.05,5.293285714
Ginger,2009,Kharif     ,Uttar Pradesh,786,2360,585.8,122474.52,133.62,3
Gram,2009,Rabi       ,Uttar Pradesh,618202,508556,585.8,96328235.64,105094.34,0.890441176
Groundnut,2009,Kharif     ,Uttar Pradesh,90652,61093,585.8,14125394.64,15410.84,0.698909091
Guar seed,2009,Kharif     ,Uttar Pradesh,2539,2120,585.8,395626.98,431.63,0.841111111
Jowar,2009,Kharif     ,Uttar Pradesh,190976,169571,585.8,29757880.32,32465.92,0.940983607
Linseed,2009,Rabi       ,Uttar Pradesh,34339,15133,585.8,5350702.98,5837.63,0.401891892
Maize,2009,Kharif     ,Uttar Pradesh,674808,982139,585.8,105148582.6,114717.36,1.431
Maize,2009,Rabi       ,Uttar Pradesh,4636,14162,585.8,722381.52,788.12,3.032083333
Maize,2009,Summer     ,Uttar Pradesh,29237,42540,585.8,4555709.34,4970.29,1.462833333
Masoor,2009,Rabi       ,Uttar Pradesh,592405,475940,585.8,92308547.1,100708.85,0.818873239
Moong(Green Gram),2009,Kharif     ,Uttar Pradesh,35348,5227,585.8,5507925.36,6009.16,0.142909091
Moong(Green Gram),2009,Summer     ,Uttar Pradesh,37104,26685,585.8,5781545.28,6307.68,0.740806452
Onion,2009,Rabi       ,Uttar Pradesh,10494,180225,585.8,1635175.08,1783.98,16.93323944
Onion,2009,Summer     ,Uttar Pradesh,12686,176246,585.8,1976732.52,2156.62,13.71826087
Peas & beans (Pulses),2009,Rabi       ,Uttar Pradesh,312009,400401,585.8,48617242.38,53041.53,1.235362319
Potato,2009,Rabi       ,Uttar Pradesh,540797,13447272,585.8,84266988.54,91935.49,24.02859155
Rapeseed &Mustard,2009,Rabi       ,Uttar Pradesh,613276,682489,585.8,95560666.32,104256.92,1.01028169
Rice,2009,Kharif     ,Uttar Pradesh,5148046,10714990,585.8,802168527.7,875167.82,2.00971831
